Body
Date,Weight,BMI,Fat
"2020-10-01","55","19.26","0"
"2020-10-02","55","19.26","0"
"2020-10-03","55","19.26","0"
"2020-10-04","55","19.26","0"
"2020-10-05","55","19.26","0"
"2020-10-06","55","19.26","0"
"2020-10-07","55","19.26","0"
"2020-10-08","55","19.26","0"
"2020-10-09","55","19.26","0"
"2020-10-10","55","19.26","0"
"2020-10-11","55","19.26","0"
"2020-10-12","55","19.26","0"
"2020-10-13","55","19.26","0"
"2020-10-14","55","19.26","0"
"2020-10-15","55","19.26","0"
"2020-10-16","55","19.26","0"
"2020-10-17","55","19.26","0"
"2020-10-18","55","19.26","0"
"2020-10-19","55","19.26","0"
"2020-10-20","55","19.26","0"
"2020-10-21","55","19.26","0"
"2020-10-22","55","19.26","0"
"2020-10-23","55","19.26","0"
"2020-10-24","55","19.26","0"
"2020-10-25","55","19.26","0"
"2020-10-26","55","19.26","0"
"2020-10-27","55","19.26","0"
"2020-10-28","55","19.26","0"
"2020-10-29","55","19.26","0"
"2020-10-30","55","19.26","0"
"2020-10-31","55","19.26","0"

Foods
Date,Calories In
"2020-10-01","0"
"2020-10-02","0"
"2020-10-03","0"
"2020-10-04","0"
"2020-10-05","0"
"2020-10-06","0"
"2020-10-07","0"
"2020-10-08","0"
"2020-10-09","0"
"2020-10-10","0"
"2020-10-11","0"
"2020-10-12","0"
"2020-10-13","0"
"2020-10-14","0"
"2020-10-15","0"
"2020-10-16","0"
"2020-10-17","0"
"2020-10-18","0"
"2020-10-19","0"
"2020-10-20","0"
"2020-10-21","0"
"2020-10-22","0"
"2020-10-23","0"
"2020-10-24","0"
"2020-10-25","0"
"2020-10-26","0"
"2020-10-27","0"
"2020-10-28","0"
"2020-10-29","0"
"2020-10-30","0"
"2020-10-31","0"

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2020-10-01","2,404","17,001","11.87","0","464","411","43","42","1,541"
"2020-10-02","2,335","15,315","10.69","0","457","406","19","49","1,452"
"2020-10-03","1,989","11,140","7.78","0","693","184","8","60","896"
"2020-10-04","2,480","19,820","13.83","0","398","332","46","81","1,586"
"2020-10-05","2,416","16,710","11.66","0","413","432","50","40","1,579"
"2020-10-06","2,188","12,707","8.87","0","482","371","35","27","1,270"
"2020-10-07","2,584","20,560","14.35","0","379","443","54","58","1,779"
"2020-10-08","2,426","17,791","12.42","0","451","387","67","40","1,565"
"2020-10-09","2,072","11,419","7.97","0","596","326","16","19","1,081"
"2020-10-10","2,289","16,095","11.23","0","543","301","78","43","1,362"
"2020-10-11","2,118","12,840","8.96","0","473","332","26","20","1,153"
"2020-10-12","2,175","12,828","8.95","0","529","368","33","22","1,242"
"2020-10-13","2,555","20,536","14.37","0","473","378","44","80","1,701"
"2020-10-14","2,365","16,599","11.59","0","453","395","39","38","1,481"
"2020-10-15","2,309","15,307","10.74","0","481","423","26","20","1,425"
"2020-10-16","2,306","15,757","11","0","481","372","48","37","1,410"
"2020-10-17","2,214","14,697","10.26","0","512","324","41","36","1,273"
"2020-10-18","2,160","14,147","9.92","0","469","248","32","62","1,166"
"2020-10-19","2,078","10,781","7.53","0","515","356","23","14","1,119"
"2020-10-20","2,394","16,511","11.52","0","408","451","13","41","1,544"
"2020-10-21","2,117","11,071","7.73","0","489","434","7","1","1,209"
"2020-10-22","2,109","12,059","8.42","0","566","298","33","41","1,133"
"2020-10-23","2,427","17,580","12.32","0","458","401","56","44","1,571"
"2020-10-24","2,322","16,624","11.64","0","606","287","53","67","1,380"
"2020-10-25","2,269","14,719","10.27","0","622","284","10","68","1,231"
"2020-10-26","2,179","12,302","8.59","0","496","385","18","30","1,259"
"2020-10-27","2,445","19,243","13.43","0","485","315","53","76","1,538"
"2020-10-28","2,022","10,607","7.4","0","624","303","7","29","1,022"
"2020-10-29","2,182","12,730","9.02","0","595","360","38","19","1,245"
"2020-10-30","2,447","18,248","12.74","0","477","399","54","47","1,590"
"2020-10-31","2,249","13,980","9.8","0","466","382","30","35","1,344"

Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2020-10-31 12:34AM","2020-10-31 8:31AM","450","27","0","477","N/A","N/A","N/A"
"2020-10-30 12:39AM","2020-10-30 8:22AM","438","18","2","463","N/A","N/A","N/A"
"2020-10-29 12:05AM","2020-10-29 7:13AM","420","8","0","428","N/A","N/A","N/A"
"2020-10-27 11:26PM","2020-10-28 7:57AM","492","19","0","511","N/A","N/A","N/A"
"2020-10-26 11:30PM","2020-10-27 7:57AM","487","20","1","507","N/A","N/A","N/A"
"2020-10-25 10:51PM","2020-10-26 8:01AM","536","14","0","550","N/A","N/A","N/A"
"2020-10-25 12:21AM","2020-10-25 6:48AM","367","20","0","387","N/A","N/A","N/A"
"2020-10-24 12:04AM","2020-10-24 7:11AM","404","23","0","427","N/A","N/A","N/A"
"2020-10-22 11:47PM","2020-10-23 8:01AM","474","19","1","493","N/A","N/A","N/A"
"2020-10-21 11:41PM","2020-10-22 8:10AM","481","28","1","509","N/A","N/A","N/A"
"2020-10-20 11:34PM","2020-10-21 8:10AM","508","8","1","516","N/A","N/A","N/A"
"2020-10-19 11:38PM","2020-10-20 8:21AM","503","20","0","523","N/A","N/A","N/A"
"2020-10-18 10:37PM","2020-10-19 8:31AM","564","24","2","594","N/A","N/A","N/A"
"2020-10-17 11:43PM","2020-10-18 9:07AM","535","29","1","564","N/A","N/A","N/A"
"2020-10-16 11:45PM","2020-10-17 8:30AM","513","12","1","525","N/A","N/A","N/A"
"2020-10-15 11:51PM","2020-10-16 8:07AM","480","14","1","496","N/A","N/A","N/A"
"2020-10-15 12:07AM","2020-10-15 8:08AM","467","8","1","481","N/A","N/A","N/A"
"2020-10-13 11:56PM","2020-10-14 8:35AM","495","24","3","519","N/A","N/A","N/A"
"2020-10-13 12:08AM","2020-10-13 7:49AM","441","20","2","461","N/A","N/A","N/A"
"2020-10-11 11:51PM","2020-10-12 8:08AM","472","18","0","497","N/A","N/A","N/A"
"2020-10-10 11:51PM","2020-10-11 9:41AM","533","52","1","590","N/A","N/A","N/A"
"2020-10-09 11:43PM","2020-10-10 7:46AM","465","18","1","483","N/A","N/A","N/A"
"2020-10-08 11:53PM","2020-10-09 7:47AM","449","25","2","474","N/A","N/A","N/A"
"2020-10-07 11:32PM","2020-10-08 8:08AM","499","15","1","516","N/A","N/A","N/A"
"2020-10-07 12:06AM","2020-10-07 8:04AM","460","18","0","478","N/A","N/A","N/A"
"2020-10-05 11:41PM","2020-10-06 8:45AM","509","29","2","544","N/A","N/A","N/A"
"2020-10-04 10:58PM","2020-10-05 8:07AM","522","26","1","548","N/A","N/A","N/A"
"2020-10-04 12:31AM","2020-10-04 9:13AM","489","32","2","522","N/A","N/A","N/A"
"2020-10-03 12:01AM","2020-10-03 8:16AM","474","21","2","495","N/A","N/A","N/A"
"2020-10-01 11:41PM","2020-10-02 8:29AM","483","44","2","527","N/A","N/A","N/A"
"2020-10-01 12:00AM","2020-10-01 7:42AM","436","25","2","462","N/A","N/A","N/A"

Food Log 20201001
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20201002
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20201003
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20201004
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20201005
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20201006
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20201007
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
